iter	Logloss
0	0.532563689
1	0.4089281609
2	0.3119464533
3	0.2424226001
4	0.1858048322
5	0.1452408164
6	0.1123053855
7	0.08989205725
8	0.07210672593
9	0.05820797054
10	0.04628118299
11	0.03851459684
12	0.03205028686
13	0.02518009415
14	0.02005393983
15	0.01792758753
16	0.01510198982
17	0.01270778558
18	0.01055565579
19	0.009205782966
20	0.008132498499
21	0.007020198327
22	0.006386989304
23	0.005666793649
24	0.005249680458
25	0.004772156248
26	0.004330179256
27	0.003907304434
28	0.003744172732
29	0.003469094255
30	0.003277056635
31	0.003141377834
32	0.003006679751
33	0.002836624027
34	0.002718695104
35	0.002618250721
36	0.002490794274
37	0.00241509611
38	0.002355512079
39	0.002291240205
40	0.002240833922
41	0.00222531259
42	0.002138216364
43	0.002128859814
44	0.002082059943
45	0.001998469149
46	0.001986949702
47	0.00195090734
48	0.001912315644
49	0.001904519988
50	0.001894637906
51	0.001883116333
52	0.001829044903
53	0.001802106621
54	0.001774725778
55	0.001742094287
56	0.001735502521
57	0.001728011612
58	0.001719525965
59	0.001707793219
60	0.001702414017
61	0.001664260258
62	0.001655677949
63	0.001628154833
64	0.001622177168
65	0.001617949436
66	0.001611274582
67	0.001603737619
68	0.001578496009
69	0.001573621918
70	0.001569053173
71	0.001544212097
72	0.001533428539
73	0.001528553968
74	0.001514072018
75	0.001491879331
76	0.001482443007
77	0.001479034183
78	0.001473866145
79	0.001470283211
80	0.001461983149
81	0.001455124809
82	0.00144931792
83	0.001442960475
84	0.001423593256
85	0.001416771651
86	0.001412880141
87	0.001400972457
88	0.001391971653
89	0.001386772421
90	0.00137819351
91	0.001369728455
92	0.001360680937
93	0.001356538813
94	0.001353007299
95	0.001319632726
96	0.001306866136
97	0.001298531465
98	0.001291628431
99	0.001282206546
100	0.00126648844
101	0.001261187691
102	0.001250181216
103	0.001233942061
104	0.001228236749
105	0.001220151682
106	0.001216074132
107	0.001208154998
108	0.001201993011
109	0.001198917898
110	0.001194476962
111	0.001188300084
112	0.001182446841
113	0.001179767849
114	0.001175435906
115	0.001168711865
116	0.001157148532
117	0.001127756097
118	0.001124973879
119	0.001119602733
120	0.001115291538
121	0.001110527094
122	0.001103095771
123	0.001095997421
124	0.001087872358
125	0.001080376625
126	0.001070286638
127	0.001065555558
128	0.001061554097
129	0.001048581647
130	0.00104425216
131	0.00103873501
132	0.001018804259
133	0.001018800478
134	0.00101568373
135	0.001009705132
136	0.001001543226
137	0.0009975999795
138	0.0009911670732
139	0.0009850078718
140	0.0009792531561
141	0.0009769025528
142	0.0009659873123
143	0.0009441120193
144	0.0009405033501
145	0.0009349430978
146	0.0009312844267
147	0.0009275556206
148	0.000920069715
149	0.0009200669802
150	0.0009200669802
151	0.0009158152015
152	0.0009096389768
153	0.0009042615989
154	0.000901665652
155	0.0008987167372
156	0.0008987117678
157	0.0008987103892
158	0.0008958321569
159	0.0008926614551
160	0.0008894611301
161	0.0008858238055
162	0.0008827971655
163	0.0008800330499
164	0.000870455893
165	0.0008657130737
166	0.0008632779538
167	0.0008603192345
168	0.0008554943856
169	0.0008532715275
170	0.0008522383869
171	0.0008471019186
172	0.000841398843
173	0.0008413971309
174	0.0008362897504
175	0.0008329093934
176	0.0008179304053
177	0.000812889138
178	0.000810442579
179	0.0008069170041
180	0.0008032171159
181	0.0007931878207
182	0.000783667144
183	0.000770251362
184	0.000770251362
185	0.0007637970296
186	0.0007618289948
187	0.0007566996367
188	0.0007539672936
189	0.0007539695552
190	0.0007539662461
191	0.0007491258171
192	0.0007491255588
193	0.0007470102106
194	0.000734996165
195	0.0007317882036
196	0.0007317823324
197	0.0007317823324
198	0.0007285875298
199	0.0007273842639
200	0.0007273817323
201	0.0007273808304
202	0.0007273808304
203	0.0007253964737
204	0.0007227563733
205	0.0007199533042
206	0.0007199553344
207	0.0007168216846
208	0.0007168191107
209	0.00070448359
210	0.0007022550042
211	0.0007005970149
212	0.000700594448
213	0.0007005932621
214	0.0007005867521
215	0.0006974311312
216	0.000697399053
217	0.0006951530879
218	0.0006908666277
219	0.0006908613489
220	0.0006908571685
221	0.0006908571685
222	0.0006908555199
223	0.0006908510954
224	0.0006887781132
225	0.0006877124594
226	0.0006852983261
227	0.0006852969335
228	0.0006852969335
229	0.0006852969335
230	0.0006832794245
231	0.0006813555502
232	0.0006802721341
233	0.0006785428686
234	0.0006785428686
235	0.0006782232363
236	0.0006782191335
237	0.0006782166253
238	0.0006782151246
239	0.0006782132623
240	0.0006782132505
241	0.0006770141678
242	0.0006770131591
243	0.0006742955847
244	0.0006742945843
245	0.0006742945843
246	0.0006724412984
247	0.0006724417071
248	0.0006724437056
249	0.0006724409509
250	0.0006724403309
251	0.0006724353967
252	0.0006724340568
253	0.0006724281996
254	0.0006724308205
255	0.0006724098444
256	0.0006724095297
257	0.0006724076204
258	0.0006724057369
259	0.0006724034471
260	0.0006722469851
261	0.0006722483801
262	0.0006722445985
263	0.0006722416559
264	0.0006722313314
265	0.0006722313314
266	0.0006722259403
267	0.0006722259403
268	0.0006722234415
269	0.0006722238854
270	0.0006722210766
271	0.0006722199352
272	0.0006722149752
273	0.0006722160461
274	0.0006722107315
275	0.0006722115123
276	0.0006722126737
277	0.0006722072839
278	0.0006722042831
279	0.0006722042831
280	0.0006721995556
281	0.0006721968806
282	0.0006721969981
283	0.000672195387
284	0.0006721926469
285	0.0006721903453
286	0.0006721907164
287	0.0006721900917
288	0.0006721860805
289	0.0006721880274
290	0.00067218694
291	0.0006721821379
292	0.0006721780163
293	0.000672174456
294	0.000671811709
295	0.000671811709
296	0.0006718114154
297	0.0006718099875
298	0.000671808097
299	0.0006718069415
300	0.0006718040774
301	0.0006718023813
302	0.000671797642
303	0.0006717798622
304	0.0006717806982
305	0.0006717806982
306	0.0006717790214
307	0.0006717777955
308	0.0006717777673
309	0.0006717764756
310	0.0006717758744
311	0.0006717756654
312	0.0006717744559
313	0.0006717760741
314	0.0006717716871
315	0.0006717708862
316	0.000671768937
317	0.000671769146
318	0.0006717688571
319	0.0006717693057
320	0.0006717689464
321	0.0006717662809
322	0.0006717634298
323	0.0006717627793
324	0.0006717626548
325	0.0006717569996
326	0.0006717560161
327	0.0006717521223
328	0.0006717496723
329	0.0006717511448
330	0.0006717487705
331	0.0006717453535
332	0.0006717415677
333	0.0006717339938
334	0.0006717351452
335	0.0006717337479
336	0.0006717295042
337	0.0006717288466
338	0.0006717265873
339	0.0006717276512
340	0.0006717119546
341	0.0006717116774
342	0.000671708662
343	0.000671707786
344	0.0006717074267
345	0.0006717069476
346	0.0006717066535
347	0.0006717046643
348	0.0006717020411
349	0.0006717028701
350	0.0006717006179
351	0.0006717034243
352	0.0006716983915
353	0.0006716979823
354	0.0006716986686
355	0.0006716959749
356	0.0006716954841
357	0.000671695982
358	0.0006716940961
359	0.000671691804
360	0.0006716874076
361	0.000671684836
362	0.0006716802325
363	0.000671680735
364	0.0006716747258
365	0.0006716726479
366	0.0006716725281
367	0.0006716721424
368	0.0006716721424
369	0.0006716724078
370	0.00067167311
371	0.0006716735022
372	0.0006716727131
373	0.0006716716258
374	0.0006716703482
375	0.0006716659166
376	0.0006716646649
377	0.0006716621337
378	0.0006716594899
379	0.0006716600958
380	0.0006716610164
381	0.0006716610164
382	0.0006716610164
383	0.0006716610164
384	0.0006716599032
385	0.0006716405498
386	0.0006716377833
387	0.0006716377833
388	0.0006716377833
389	0.0006716377833
390	0.0006716392981
391	0.0006716387133
392	0.0006716387133
393	0.0006716315016
394	0.0006716248847
395	0.0006716249504
396	0.0006716253872
397	0.0006716230035
398	0.00067162426
399	0.0006716238701
400	0.0006716217941
401	0.0006716177453
402	0.0006716148684
403	0.0006716133677
404	0.0006716103945
405	0.0006716086918
406	0.0006716078158
407	0.0006716098285
408	0.0006716099248
409	0.0006716078534
410	0.0006716071066
411	0.0006716080483
412	0.00067160686
413	0.0006716079403
414	0.000671608767
415	0.0006716078487
416	0.000671606799
417	0.0006716092954
418	0.0006716039385
419	0.000671605829
420	0.0006716053077
421	0.0006716045726
422	0.0006716021724
423	0.0006715977414
424	0.0006715967409
425	0.0006715941623
426	0.0006715940519
427	0.0006715913958
428	0.0006715901698
429	0.0006715873141
430	0.0006715850384
431	0.000671585487
432	0.000671583711
433	0.0006715841713
434	0.0006715805405
435	0.0006715847936
436	0.0006715834291
437	0.0006715825743
438	0.0006715809063
439	0.0006715802746
440	0.0006715815569
441	0.0006715796828
442	0.0006715810214
443	0.0006715813244
444	0.0006715774494
445	0.0006715745419
446	0.0006715759487
447	0.0006715739055
448	0.0006715738679
449	0.0006715729356
450	0.0006715728252
451	0.0006715704097
452	0.0006715695196
453	0.0006715687253
454	0.0006715662899
455	0.0006715627259
456	0.000671562369
457	0.0006715616503
458	0.0006715612393
459	0.000671559842
460	0.0006704652958
461	0.0006704662305
462	0.0006704655466
463	0.0006704645109
464	0.0006704648115
465	0.0006704654785
466	0.0006704644404
467	0.0006704636654
468	0.0006704631675
469	0.0006704605748
470	0.0006704632239
471	0.0006704618219
472	0.0006704611854
473	0.0006704622498
474	0.0006704585275
475	0.0006704571301
476	0.0006704546172
477	0.0006704540231
478	0.0006704490842
479	0.0006704491387
480	0.000670451034
481	0.0006704486385
482	0.0006704487841
483	0.0006704461603
484	0.0006704446127
485	0.0006704446127
486	0.0006704438635
487	0.0006704447747
488	0.0006704447747
489	0.0006704397067
490	0.0006704368908
491	0.000670435672
492	0.000670432471
493	0.0006704354976
494	0.0006704340416
495	0.0006704300585
496	0.0006704296851
497	0.0006704292718
498	0.0006704274588
499	0.0006704235979
